sentence,sentiment
Bài tập không liên quan đến nội dung (mẫu UIT-VSFC #1459),0
Giảng viên rất tận tâm với sinh viên (mẫu UIT-VSFC #6404),2
Môn học quá khó bài tập nhiều (mẫu UIT-VSFC #1302),0
Môn học không khó không dễ (mẫu UIT-VSFC #115),1
Bài giảng sinh động và hấp dẫn (mẫu UIT-VSFC #5105),2
Môn học giúp em hiểu nhiều điều mới (mẫu UIT-VSFC #5738),2
Giảng viên rất tận tâm với sinh viên (mẫu UIT-VSFC #6444),2
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #102),2
Giảng viên dạy ổn theo chương trình (mẫu UIT-VSFC #452),1
Cô không giải thích rõ sinh viên hỏi không được (mẫu UIT-VSFC #896),0
Giảng viên rất tận tâm với sinh viên (mẫu UIT-VSFC #3754),2
Môn học giúp em hiểu nhiều điều mới (mẫu UIT-VSFC #4258),2
Môn học quá khó bài tập nhiều (mẫu UIT-VSFC #2852),0
Giảng viên hay nghỉ học đột ngột (mẫu UIT-VSFC #400),0
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #2672),2
Môn học rất hay và bổ ích (mẫu UIT-VSFC #4523),2
Nội dung phong phú và thiết thực (mẫu UIT-VSFC #3256),2
Giảng viên dạy ổn theo chương trình (mẫu UIT-VSFC #1042),1
Chương trình học hợp lý và khoa học (mẫu UIT-VSFC #3180),2
Môn học rất hay và bổ ích (mẫu UIT-VSFC #713),2
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #549),2
Giảng viên rất tận tâm với sinh viên (mẫu UIT-VSFC #6614),2
Thầy dạy khó hiểu quá sinh viên không theo kịp (mẫu UIT-VSFC #871),0
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #5957),2
Giảng viên dạy ổn theo chương trình (mẫu UIT-VSFC #1462),1
Chương trình học hợp lý và khoa học (mẫu UIT-VSFC #2620),2
Môn học không khó không dễ (mẫu UIT-VSFC #335),1
Bài giảng sinh động và hấp dẫn (mẫu UIT-VSFC #4875),2
Cô không giải thích rõ sinh viên hỏi không được (mẫu UIT-VSFC #216),0
Thầy dạy khó hiểu quá sinh viên không theo kịp (mẫu UIT-VSFC #2231),0
Môn học bình thường không có gì đặc biệt (mẫu UIT-VSFC #1731),1
Thầy dạy khó hiểu quá sinh viên không theo kịp (mẫu UIT-VSFC #121),0
"Thầy dạy bình thường, em học bình thường và đạt điểm trung bình.",1
Nội dung tạm được không hay không dở (mẫu UIT-VSFC #1743),1
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #5597),2
Chương trình học bình thường (mẫu UIT-VSFC #368),1
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #3469),2
Môn học bình thường không có gì đặc biệt (mẫu UIT-VSFC #701),1
Cô dạy bình thường đúng giáo trình (mẫu UIT-VSFC #156),1
Giảng viên hay nghỉ học đột ngột (mẫu UIT-VSFC #2420),0
Môn học không khó không dễ (mẫu UIT-VSFC #1015),1
Môn học quá khó bài tập nhiều (mẫu UIT-VSFC #2212),0
Giảng viên hay nghỉ học đột ngột (mẫu UIT-VSFC #1870),0
Môn này quá nặng so với tín chỉ (mẫu UIT-VSFC #1157),0
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #1417),2
Giảng viên dạy nhanh quá không hiểu (mẫu UIT-VSFC #1803),0
Môn học rất hay và bổ ích (mẫu UIT-VSFC #6203),2
Bài tập không liên quan đến nội dung (mẫu UIT-VSFC #1159),0
Nội dung phong phú và thiết thực (mẫu UIT-VSFC #986),2
Môn học giúp em hiểu nhiều điều mới (mẫu UIT-VSFC #1208),2
Thầy dạy khó hiểu quá sinh viên không theo kịp (mẫu UIT-VSFC #1861),0
Thầy giảng dạy rất tốt và nhiệt tình (mẫu UIT-VSFC #5551),2
Lớp học nóng bức không tập trung được (mẫu UIT-VSFC #2948),0
Môn học giúp em hiểu nhiều điều mới (mẫu UIT-VSFC #6558),2
Giảng viên rất tận tâm với sinh viên (mẫu UIT-VSFC #4234),2
Bài tập không liên quan đến nội dung (mẫu UIT-VSFC #759),0
Chương trình học hợp lý và khoa học (mẫu UIT-VSFC #4680),2
Giảng viên rất tận tâm với sinh viên (mẫu UIT-VSFC #4114),2
Bài giảng sinh động và hấp dẫn (mẫu UIT-VSFC #285),2
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #5852),2
Lớp học nóng bức không tập trung được (mẫu UIT-VSFC #378),0
Lớp học nóng bức không tập trung được (mẫu UIT-VSFC #778),0
Bài giảng sinh động và hấp dẫn (mẫu UIT-VSFC #3235),2
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #647),2
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #2449),2
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #3902),2
Thầy giảng dạy rất tốt và nhiệt tình (mẫu UIT-VSFC #1931),2
Môn học bình thường không có gì đặc biệt (mẫu UIT-VSFC #801),1
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #4692),2
Chương trình học hợp lý và khoa học (mẫu UIT-VSFC #3890),2
Giảng viên dạy nhanh quá không hiểu (mẫu UIT-VSFC #1053),0
Tài liệu thiếu không đủ để học (mẫu UIT-VSFC #484),0
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #5629),2
"Bài tập nhóm không có hướng dẫn cụ thể, nhóm làm mà không biết đúng sai.",0
Giảng viên dạy nhanh quá không hiểu (mẫu UIT-VSFC #1293),0
Chương trình học hợp lý và khoa học (mẫu UIT-VSFC #3430),2
Thầy giảng dạy rất tốt và nhiệt tình (mẫu UIT-VSFC #4281),2
Môn này quá nặng so với tín chỉ (mẫu UIT-VSFC #87),0
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #3172),2
Giảng viên hay nghỉ học đột ngột (mẫu UIT-VSFC #2630),0
Chương trình học hợp lý và khoa học (mẫu UIT-VSFC #500),2
Nội dung phong phú và thiết thực (mẫu UIT-VSFC #4536),2
Giảng viên rất tận tâm với sinh viên (mẫu UIT-VSFC #1864),2
Bài giảng đủ nội dung chấp nhận được (mẫu UIT-VSFC #624),1
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #6197),2
Đề thi khó hơn nội dung đã học (mẫu UIT-VSFC #1455),0
Nội dung phong phú và thiết thực (mẫu UIT-VSFC #4436),2
Giảng viên dạy nhanh quá không hiểu (mẫu UIT-VSFC #3),0
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #2817),2
Giảng viên rất tận tâm với sinh viên (mẫu UIT-VSFC #5474),2
Môn học rất hay và bổ ích (mẫu UIT-VSFC #703),2
Môn học rất hay và bổ ích (mẫu UIT-VSFC #793),2
Môn học giúp em hiểu nhiều điều mới (mẫu UIT-VSFC #5468),2
Nội dung phong phú và thiết thực (mẫu UIT-VSFC #5706),2
Môn học rất hay và bổ ích (mẫu UIT-VSFC #6163),2
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #1239),2
Bài giảng sinh động và hấp dẫn (mẫu UIT-VSFC #505),2
Môn học rất hay và bổ ích (mẫu UIT-VSFC #4623),2
Cô dạy bình thường đúng giáo trình (mẫu UIT-VSFC #1656),1
Giảng viên hay nghỉ học đột ngột (mẫu UIT-VSFC #240),0
Giảng viên rất tận tâm với sinh viên (mẫu UIT-VSFC #1854),2
Môn học giúp em hiểu nhiều điều mới (mẫu UIT-VSFC #2158),2
Chương trình học hợp lý và khoa học (mẫu UIT-VSFC #3810),2
Môn học rất hay và bổ ích (mẫu UIT-VSFC #3603),2
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #2157),2
Nội dung phong phú và thiết thực (mẫu UIT-VSFC #366),2
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #3652),2
"Thầy tạo không khí học tập thoải mái, sinh viên không bị áp lực.",2
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #3027),2
Bài giảng sinh động và hấp dẫn (mẫu UIT-VSFC #3125),2
Cô dạy bình thường đúng giáo trình (mẫu UIT-VSFC #1126),1
Chương trình học hợp lý và khoa học (mẫu UIT-VSFC #3040),2
Môn này quá nặng so với tín chỉ (mẫu UIT-VSFC #2527),0
Bài giảng sinh động và hấp dẫn (mẫu UIT-VSFC #3175),2
Môn học giúp em hiểu nhiều điều mới (mẫu UIT-VSFC #4458),2
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #5259),2
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #747),2
Đề thi khó hơn nội dung đã học (mẫu UIT-VSFC #3015),0
Nội dung phong phú và thiết thực (mẫu UIT-VSFC #5416),2
Giảng viên dạy nhanh quá không hiểu (mẫu UIT-VSFC #713),0
Môn học quá khó bài tập nhiều (mẫu UIT-VSFC #1812),0
Môn học giúp em hiểu nhiều điều mới (mẫu UIT-VSFC #3858),2
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #3257),2
Chương trình học hợp lý và khoa học (mẫu UIT-VSFC #6430),2
Đề thi khó hơn nội dung đã học (mẫu UIT-VSFC #2335),0
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #947),2
Cô rất công bằng trong việc đánh giá và chấm điểm sinh viên.,2
Cô không giải thích rõ sinh viên hỏi không được (mẫu UIT-VSFC #1736),0
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #672),2
Môn học quá khó bài tập nhiều (mẫu UIT-VSFC #2292),0
Lớp học nóng bức không tập trung được (mẫu UIT-VSFC #2258),0
Chương trình học hợp lý và khoa học (mẫu UIT-VSFC #1400),2
Nội dung tạm được không hay không dở (mẫu UIT-VSFC #373),1
Thầy giảng dạy rất tốt và nhiệt tình (mẫu UIT-VSFC #211),2
Không có gì nổi bật cũng không tệ (mẫu UIT-VSFC #1527),1
Nội dung phong phú và thiết thực (mẫu UIT-VSFC #1636),2
Bài giảng sinh động và hấp dẫn (mẫu UIT-VSFC #3935),2
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #4917),2
Bài giảng đủ nội dung chấp nhận được (mẫu UIT-VSFC #804),1
Giảng viên rất tận tâm với sinh viên (mẫu UIT-VSFC #5424),2
Môn học quá khó bài tập nhiều (mẫu UIT-VSFC #132),0
Tài liệu thiếu không đủ để học (mẫu UIT-VSFC #1524),0
Môn học bình thường không có gì đặc biệt (mẫu UIT-VSFC #151),1
"Cô giảng dạy tận tâm, luôn quan tâm đến việc sinh viên có hiểu bài không.",2
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #32),2
Môn học bình thường không có gì đặc biệt (mẫu UIT-VSFC #631),1
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #447),2
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #1259),2
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #4022),2
Giảng viên dạy nhanh quá không hiểu (mẫu UIT-VSFC #263),0
Môn học rất hay và bổ ích (mẫu UIT-VSFC #4503),2
Giảng viên rất tận tâm với sinh viên (mẫu UIT-VSFC #4684),2
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #3219),2
Môn học bình thường không có gì đặc biệt (mẫu UIT-VSFC #1591),1
Nội dung phong phú và thiết thực (mẫu UIT-VSFC #786),2
Nội dung phong phú và thiết thực (mẫu UIT-VSFC #1946),2
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #2437),2
Cô dạy bình thường đúng giáo trình (mẫu UIT-VSFC #776),1
Thầy dạy khó hiểu quá sinh viên không theo kịp (mẫu UIT-VSFC #2531),0
Giảng viên rất tận tâm với sinh viên (mẫu UIT-VSFC #2174),2
Bài giảng sinh động và hấp dẫn (mẫu UIT-VSFC #4425),2
Chương trình học hợp lý và khoa học (mẫu UIT-VSFC #5980),2
Đề thi khó hơn nội dung đã học (mẫu UIT-VSFC #965),0
Bài giảng sinh động và hấp dẫn (mẫu UIT-VSFC #5915),2
Chương trình học hợp lý và khoa học (mẫu UIT-VSFC #4540),2
Bài tập không liên quan đến nội dung (mẫu UIT-VSFC #2059),0
Môn học rất hay và bổ ích (mẫu UIT-VSFC #3353),2
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #1557),2
Đề thi khó hơn nội dung đã học (mẫu UIT-VSFC #1365),0
Giảng viên rất tận tâm với sinh viên (mẫu UIT-VSFC #1684),2
Đề thi khó hơn nội dung đã học (mẫu UIT-VSFC #1495),0
Giảng viên dạy nhanh quá không hiểu (mẫu UIT-VSFC #1743),0
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #439),2
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #1287),2
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #3557),2
Thầy dạy khó hiểu quá sinh viên không theo kịp (mẫu UIT-VSFC #671),0
Nội dung phong phú và thiết thực (mẫu UIT-VSFC #4976),2
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #1352),2
Bài giảng sinh động và hấp dẫn (mẫu UIT-VSFC #5355),2
Giảng viên dạy nhanh quá không hiểu (mẫu UIT-VSFC #1103),0
Giảng viên dạy ổn theo chương trình (mẫu UIT-VSFC #222),1
Giảng viên rất tận tâm với sinh viên (mẫu UIT-VSFC #254),2
Tài liệu thiếu không đủ để học (mẫu UIT-VSFC #1564),0
Cô dạy bình thường đúng giáo trình (mẫu UIT-VSFC #1226),1
Giảng viên hay nghỉ học đột ngột (mẫu UIT-VSFC #700),0
Đề thi khó hơn nội dung đã học (mẫu UIT-VSFC #2705),0
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #4867),2
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #2769),2
Môn học quá khó bài tập nhiều (mẫu UIT-VSFC #2382),0
Đề thi khó hơn nội dung đã học (mẫu UIT-VSFC #1395),0
Cô dạy bình thường đúng giáo trình (mẫu UIT-VSFC #1066),1
Lớp học nóng bức không tập trung được (mẫu UIT-VSFC #1098),0
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #4482),2
Bài giảng sinh động và hấp dẫn (mẫu UIT-VSFC #615),2
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #5997),2
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #1319),2
Nội dung phong phú và thiết thực (mẫu UIT-VSFC #3076),2
Cô dạy bình thường đúng giáo trình (mẫu UIT-VSFC #76),1
Giảng viên rất tận tâm với sinh viên (mẫu UIT-VSFC #1394),2
Thầy giảng dạy rất tốt và nhiệt tình (mẫu UIT-VSFC #2801),2
Môn học giúp em hiểu nhiều điều mới (mẫu UIT-VSFC #608),2
Nội dung tạm được không hay không dở (mẫu UIT-VSFC #353),1
Bài tập không liên quan đến nội dung (mẫu UIT-VSFC #1179),0
Môn này quá nặng so với tín chỉ (mẫu UIT-VSFC #1997),0
Bài tập không liên quan đến nội dung (mẫu UIT-VSFC #2969),0
Bài giảng sinh động và hấp dẫn (mẫu UIT-VSFC #165),2
Nội dung phong phú và thiết thực (mẫu UIT-VSFC #2416),2
Môn này quá nặng so với tín chỉ (mẫu UIT-VSFC #1887),0
Thầy dạy khó hiểu quá sinh viên không theo kịp (mẫu UIT-VSFC #311),0
Đề thi khó hơn nội dung đã học (mẫu UIT-VSFC #2215),0
Giảng viên rất tận tâm với sinh viên (mẫu UIT-VSFC #604),2
Giảng viên dạy ổn theo chương trình (mẫu UIT-VSFC #1352),1
Môn học rất hay và bổ ích (mẫu UIT-VSFC #1333),2
Bài giảng đủ nội dung chấp nhận được (mẫu UIT-VSFC #1534),1
Đề thi khó hơn nội dung đã học (mẫu UIT-VSFC #1955),0
Thầy dạy đủ bài không thiếu nội dung (mẫu UIT-VSFC #1339),1
Môn học rất hay và bổ ích (mẫu UIT-VSFC #5333),2
Lớp học nóng bức không tập trung được (mẫu UIT-VSFC #2828),0
Môn học tạm ổn đáp ứng yêu cầu (mẫu UIT-VSFC #1060),1
Thầy dạy khó hiểu quá sinh viên không theo kịp (mẫu UIT-VSFC #1741),0
Môn học giúp em hiểu nhiều điều mới (mẫu UIT-VSFC #3928),2
Môn học quá khó bài tập nhiều (mẫu UIT-VSFC #172),0
Thầy giảng dạy rất tốt và nhiệt tình (mẫu UIT-VSFC #831),2
Bài giảng sinh động và hấp dẫn (mẫu UIT-VSFC #3075),2
Giảng viên rất tận tâm với sinh viên (mẫu UIT-VSFC #4474),2
Giảng viên hay nghỉ học đột ngột (mẫu UIT-VSFC #1850),0
Môn học rất hay và bổ ích (mẫu UIT-VSFC #3103),2
Cô không giải thích rõ sinh viên hỏi không được (mẫu UIT-VSFC #606),0
Chương trình học hợp lý và khoa học (mẫu UIT-VSFC #4040),2
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #3392),2
Bài tập không liên quan đến nội dung (mẫu UIT-VSFC #629),0
Môn học rất hay và bổ ích (mẫu UIT-VSFC #1363),2
Thầy dạy khó hiểu quá sinh viên không theo kịp (mẫu UIT-VSFC #1321),0
Môn học giúp em hiểu nhiều điều mới (mẫu UIT-VSFC #3438),2
Môn học không khó không dễ (mẫu UIT-VSFC #85),1
Chương trình học hợp lý và khoa học (mẫu UIT-VSFC #3590),2
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #3162),2
Bài giảng sinh động và hấp dẫn (mẫu UIT-VSFC #395),2
Thầy giảng dạy rất tốt và nhiệt tình (mẫu UIT-VSFC #11),2
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #5902),2
Nội dung phong phú và thiết thực (mẫu UIT-VSFC #886),2
Đề thi khó hơn nội dung đã học (mẫu UIT-VSFC #1535),0
Giảng viên dạy ổn theo chương trình (mẫu UIT-VSFC #2),1
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #2872),2
Nội dung phong phú và thiết thực (mẫu UIT-VSFC #556),2
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #5679),2
Bài giảng sinh động và hấp dẫn (mẫu UIT-VSFC #2045),2
Môn học giúp em hiểu nhiều điều mới (mẫu UIT-VSFC #1718),2
Môn học rất hay và bổ ích (mẫu UIT-VSFC #2173),2
Giảng viên rất tận tâm với sinh viên (mẫu UIT-VSFC #94),2
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #3659),2
Thầy giảng dạy rất tốt và nhiệt tình (mẫu UIT-VSFC #2751),2
Cô không giải thích rõ sinh viên hỏi không được (mẫu UIT-VSFC #646),0
Chương trình học bình thường (mẫu UIT-VSFC #1608),1
Nội dung phong phú và thiết thực (mẫu UIT-VSFC #5236),2
Giảng viên dạy nhanh quá không hiểu (mẫu UIT-VSFC #1763),0
Giảng viên dạy nhanh quá không hiểu (mẫu UIT-VSFC #2413),0
Bài giảng đủ nội dung chấp nhận được (mẫu UIT-VSFC #294),1
Môn học không khó không dễ (mẫu UIT-VSFC #165),1
Môn học quá khó bài tập nhiều (mẫu UIT-VSFC #1272),0
Đề thi khó hơn nội dung đã học (mẫu UIT-VSFC #635),0
Giảng viên hay nghỉ học đột ngột (mẫu UIT-VSFC #1730),0
Nội dung tạm được không hay không dở (mẫu UIT-VSFC #1353),1
Môn học giúp em hiểu nhiều điều mới (mẫu UIT-VSFC #2618),2
Giảng viên dạy ổn theo chương trình (mẫu UIT-VSFC #1102),1
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #2842),2
Chương trình học hợp lý và khoa học (mẫu UIT-VSFC #1950),2
Lớp học nóng bức không tập trung được (mẫu UIT-VSFC #2908),0
Chương trình học bình thường (mẫu UIT-VSFC #898),1
Không có gì nổi bật cũng không tệ (mẫu UIT-VSFC #297),1
Môn học rất hay và bổ ích (mẫu UIT-VSFC #1153),2
Thầy dạy khó hiểu quá sinh viên không theo kịp (mẫu UIT-VSFC #2721),0
Chương trình học bình thường (mẫu UIT-VSFC #778),1
Môn học rất hay và bổ ích (mẫu UIT-VSFC #853),2
Cô dạy bình thường đúng giáo trình (mẫu UIT-VSFC #1096),1
Chương trình học hợp lý và khoa học (mẫu UIT-VSFC #5240),2
Chương trình học hợp lý và khoa học (mẫu UIT-VSFC #1810),2
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #5009),2
Bài tập không liên quan đến nội dung (mẫu UIT-VSFC #1309),0
Môn học tạm ổn đáp ứng yêu cầu (mẫu UIT-VSFC #1520),1
Lớp học nóng bức không tập trung được (mẫu UIT-VSFC #928),0
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #2607),2
Bài giảng đủ nội dung chấp nhận được (mẫu UIT-VSFC #214),1
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #1492),2
Thầy dạy khó hiểu quá sinh viên không theo kịp (mẫu UIT-VSFC #2481),0
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #4649),2
Bài tập không liên quan đến nội dung (mẫu UIT-VSFC #1289),0
Bài giảng sinh động và hấp dẫn (mẫu UIT-VSFC #6315),2
Môn học quá khó bài tập nhiều (mẫu UIT-VSFC #352),0
Môn học giúp em hiểu nhiều điều mới (mẫu UIT-VSFC #3208),2
Môn học rất hay và bổ ích (mẫu UIT-VSFC #4693),2
Thầy dạy khó hiểu quá sinh viên không theo kịp (mẫu UIT-VSFC #1551),0
Thầy giảng dạy rất tốt và nhiệt tình (mẫu UIT-VSFC #5751),2
Đề thi khó hơn nội dung đã học (mẫu UIT-VSFC #1155),0
Bài giảng sinh động và hấp dẫn (mẫu UIT-VSFC #15),2
Thầy giảng dạy rất tốt và nhiệt tình (mẫu UIT-VSFC #5971),2
Nội dung phong phú và thiết thực (mẫu UIT-VSFC #1456),2
Giảng viên rất tận tâm với sinh viên (mẫu UIT-VSFC #1044),2
Môn học rất hay và bổ ích (mẫu UIT-VSFC #2413),2
Thầy giảng dạy rất tốt và nhiệt tình (mẫu UIT-VSFC #5641),2
Môn học bình thường không có gì đặc biệt (mẫu UIT-VSFC #71),1
Môn học tạm ổn đáp ứng yêu cầu (mẫu UIT-VSFC #80),1
Chương trình học hợp lý và khoa học (mẫu UIT-VSFC #3100),2
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #1437),2
Đề thi khó hơn nội dung đã học (mẫu UIT-VSFC #55),0
Bài giảng sinh động và hấp dẫn (mẫu UIT-VSFC #4825),2
Môn học rất hay và bổ ích (mẫu UIT-VSFC #5453),2
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #1829),2
Giảng viên rất tận tâm với sinh viên (mẫu UIT-VSFC #2924),2
Môn học giúp em hiểu nhiều điều mới (mẫu UIT-VSFC #6448),2
Môn học giúp em hiểu nhiều điều mới (mẫu UIT-VSFC #5028),2
Thầy dạy khó hiểu quá sinh viên không theo kịp (mẫu UIT-VSFC #3001),0
Giảng viên hay nghỉ học đột ngột (mẫu UIT-VSFC #670),0
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #5682),2
Giảng viên rất tận tâm với sinh viên (mẫu UIT-VSFC #4604),2
Bài giảng đủ nội dung chấp nhận được (mẫu UIT-VSFC #944),1
Nội dung tạm được không hay không dở (mẫu UIT-VSFC #583),1
Môn học giúp em hiểu nhiều điều mới (mẫu UIT-VSFC #1428),2
Chương trình học hợp lý và khoa học (mẫu UIT-VSFC #2600),2
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #5319),2
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #3992),2
Môn học quá khó bài tập nhiều (mẫu UIT-VSFC #1252),0
Bài giảng đủ nội dung chấp nhận được (mẫu UIT-VSFC #44),1
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #6487),2
Cô không giải thích rõ sinh viên hỏi không được (mẫu UIT-VSFC #2686),0
Tài liệu thiếu không đủ để học (mẫu UIT-VSFC #1154),0
Chương trình học hợp lý và khoa học (mẫu UIT-VSFC #6000),2
Môn học này đã thắp sáng niềm đam mê học tập trong em.,2
Không có gì nổi bật cũng không tệ (mẫu UIT-VSFC #897),1
Môn học giúp em hiểu nhiều điều mới (mẫu UIT-VSFC #1118),2
Môn học rất hay và bổ ích (mẫu UIT-VSFC #2643),2
Môn học rất hay và bổ ích (mẫu UIT-VSFC #2473),2
Môn học giúp em hiểu nhiều điều mới (mẫu UIT-VSFC #2758),2
Môn học giúp em hiểu nhiều điều mới (mẫu UIT-VSFC #828),2
Thầy giảng dạy rất tốt và nhiệt tình (mẫu UIT-VSFC #4801),2
Thầy giảng dạy rất tốt và nhiệt tình (mẫu UIT-VSFC #3241),2
Bài giảng sinh động và hấp dẫn (mẫu UIT-VSFC #5425),2
Bài tập không liên quan đến nội dung (mẫu UIT-VSFC #1099),0
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #5772),2
Không có gì nổi bật cũng không tệ (mẫu UIT-VSFC #127),1
Bài giảng sinh động và hấp dẫn (mẫu UIT-VSFC #595),2
Thầy dạy khó hiểu quá sinh viên không theo kịp (mẫu UIT-VSFC #1251),0
Chương trình học hợp lý và khoa học (mẫu UIT-VSFC #2990),2
Giảng viên dạy nhanh quá không hiểu (mẫu UIT-VSFC #433),0
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #4312),2
Chương trình học bình thường (mẫu UIT-VSFC #218),1
Giảng viên hay nghỉ học đột ngột (mẫu UIT-VSFC #2730),0
Giảng viên rất tận tâm với sinh viên (mẫu UIT-VSFC #6344),2
Thầy giảng dạy rất tốt và nhiệt tình (mẫu UIT-VSFC #2321),2
Thầy giảng dạy rất tốt và nhiệt tình (mẫu UIT-VSFC #2421),2
Bài giảng đủ nội dung chấp nhận được (mẫu UIT-VSFC #824),1
Nội dung phong phú và thiết thực (mẫu UIT-VSFC #976),2
Môn học quá khó bài tập nhiều (mẫu UIT-VSFC #2722),0
Môn học giúp em hiểu nhiều điều mới (mẫu UIT-VSFC #2908),2
Môn học không khó không dễ (mẫu UIT-VSFC #1155),1
Môn học giúp em hiểu nhiều điều mới (mẫu UIT-VSFC #2138),2
Thầy giảng dạy rất tốt và nhiệt tình (mẫu UIT-VSFC #3301),2
Đề thi khó hơn nội dung đã học (mẫu UIT-VSFC #2365),0
Đề thi khó hơn nội dung đã học (mẫu UIT-VSFC #1985),0
Tài liệu thiếu không đủ để học (mẫu UIT-VSFC #1214),0
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #327),2
Bài giảng sinh động và hấp dẫn (mẫu UIT-VSFC #3585),2
"Môn học ổn định, không có biến động lớn trong suốt quá trình học.",1
Nội dung tạm được không hay không dở (mẫu UIT-VSFC #403),1
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #1479),2
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #622),2
Lớp học nóng bức không tập trung được (mẫu UIT-VSFC #1418),0
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #2877),2
Giảng viên rất tận tâm với sinh viên (mẫu UIT-VSFC #5064),2
Môn này quá nặng so với tín chỉ (mẫu UIT-VSFC #1447),0
Môn học bình thường không có gì đặc biệt (mẫu UIT-VSFC #381),1
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #2329),2
Không có gì nổi bật cũng không tệ (mẫu UIT-VSFC #577),1
Môn học rất hay và bổ ích (mẫu UIT-VSFC #463),2
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #5879),2
Thầy giảng dạy rất tốt và nhiệt tình (mẫu UIT-VSFC #5211),2
Nội dung phong phú và thiết thực (mẫu UIT-VSFC #3876),2
Môn học không khó không dễ (mẫu UIT-VSFC #1265),1
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #2847),2
